<TICKER>,<DATA>,<VOLUME>,<ABERTURA>,<MAXIMO>,<MINIMO>,<FECHO>
PTC,20040109,4570700,70.032,71.035,69.782,70.701
PTC,20040112,4756700,70.283,70.283,68.779,69.698
PTC,20040113,5114700,69.865,70.952,69.782,70.784
PTC,20040114,3787300,70.534,71.286,70.032,71.202
PTC,20040115,5009300,70.952,71.453,70.701,71.202
PTC,20040116,4465600,71.453,72.456,70.952,72.289
PTC,20040119,3909500,72.289,74.044,71.871,73.709
PTC,20040120,4345200,73.626,74.044,72.874,73.041
PTC,20040121,2642500,73.124,73.626,72.289,72.372
PTC,20040122,4086800,72.539,72.623,71.202,71.620
PTC,20040123,4082400,71.787,72.707,71.119,72.456
PTC,20040126,2501800,72.539,72.874,71.286,71.369
PTC,20040127,3513500,72.707,73.208,72.289,72.623
PTC,20040128,2134700,71.871,73.041,71.787,73.041
PTC,20040129,5561000,72.456,72.539,71.035,71.453
PTC,20040130,7913400,71.620,71.620,69.280,69.364
PTC,20040202,4072500,69.949,71.119,69.698,70.450
PTC,20040203,3646600,70.450,70.868,69.865,70.199
PTC,20040204,5860600,70.199,70.367,69.197,70.199
PTC,20040205,3822700,70.199,71.453,69.865,71.035
PTC,20040206,6267900,71.369,72.790,71.119,72.205
PTC,20040209,2628300,72.372,73.041,72.122,72.122
PTC,20040210,3000000,72.456,72.623,71.871,72.038
PTC,20040211,4540800,72.372,73.960,72.289,73.960
PTC,20040212,6649500,74.044,75.464,73.793,74.796
PTC,20040213,4903100,74.879,75.047,74.044,74.211
PTC,20040216,1269700,74.211,74.462,73.626,73.793
PTC,20040217,6930300,73.960,75.548,73.877,75.464
PTC,20040218,6812100,75.214,77.387,75.214,77.387
PTC,20040219,12610000,77.387,77.387,73.877,75.548
PTC,20040220,5133400,74.963,74.963,73.542,73.709
PTC,20040223,4456800,73.793,75.715,73.709,75.632
PTC,20040224,4103400,75.548,76.551,75.381,76.467
PTC,20040225,6037500,76.133,77.470,76.133,76.885
PTC,20040226,3564900,77.052,77.470,75.214,75.966
PTC,20040227,2899700,75.799,76.634,75.381,75.882
PTC,20040301,3454100,75.882,76.551,75.464,76.049
PTC,20040302,10549500,76.300,77.387,75.882,77.303
PTC,20040303,7362600,77.136,78.724,77.136,78.557
PTC,20040304,13646100,78.891,78.891,76.467,78.557
PTC,20040305,10567200,77.972,78.139,77.219,77.219
PTC,20040308,4973300,77.721,78.974,77.387,78.557
PTC,20040309,2895800,78.389,78.974,77.972,78.222
PTC,20040310,3532400,78.139,78.139,76.969,77.470
PTC,20040311,6407700,77.136,77.219,75.632,75.632
PTC,20040312,5544000,74.796,76.217,73.960,75.130
PTC,20040315,5818100,75.632,76.718,74.462,75.966
PTC,20040316,6719900,75.297,77.554,75.297,77.470
PTC,20040317,5877900,77.470,78.724,77.136,78.724
PTC,20040318,15506000,78.724,78.807,77.136,77.470
PTC,20040319,7351300,77.804,78.055,77.052,77.721
PTC,20040322,4859800,77.219,77.219,74.879,76.049
PTC,20040323,14079300,75.381,76.217,75.047,75.464
PTC,20040324,3210200,75.297,76.300,74.629,76.049
PTC,20040325,1970600,76.217,76.467,75.966,75.966
PTC,20040326,3792800,76.300,76.467,74.294,74.629
PTC,20040329,2636200,75.130,75.464,74.378,74.796
PTC,20040330,4247600,74.796,75.214,73.960,73.960
PTC,20040331,4465100,74.462,76.049,73.877,76.049
PTC,20040401,2917000,75.799,75.882,74.712,75.047
PTC,20040402,8322300,75.214,75.882,74.879,75.297
PTC,20040405,3900100,75.632,76.467,74.879,74.879
PTC,20040406,3607200,75.464,75.632,74.294,74.294
PTC,20040407,2426100,74.378,75.464,74.294,75.464
PTC,20040408,1613100,75.799,75.799,75.047,75.715
PTC,20040413,3326400,75.381,76.718,75.381,75.464
PTC,20040414,4263300,75.381,76.634,75.130,75.715
PTC,20040415,14905200,75.882,76.885,75.882,76.802
PTC,20040416,12306000,76.885,76.969,75.381,75.966
PTC,20040419,11217600,76.551,76.969,76.217,76.718
PTC,20040420,14652900,76.885,77.554,76.634,77.554
PTC,20040421,3275100,76.885,77.387,75.799,76.802
PTC,20040422,58951000,77.470,77.470,76.049,76.551
PTC,20040423,12196700,76.969,78.055,76.969,77.554
PTC,20040426,5833500,77.554,77.972,77.136,77.470
PTC,20040427,2307200,75.632,76.634,75.632,75.715
PTC,20040428,2854600,76.718,76.969,75.715,76.634
PTC,20040429,5709400,77.052,78.389,75.966,76.300
PTC,20040430,3994100,76.467,76.467,74.963,75.632
PTC,20040503,1707700,75.464,76.802,75.214,76.802
PTC,20040504,3608500,76.802,77.052,76.133,76.802
PTC,20040505,1371400,76.551,76.802,76.133,76.551
PTC,20040506,1831000,76.300,76.634,75.799,76.634
PTC,20040507,8672200,76.133,76.133,74.712,74.796
PTC,20040510,6511400,74.462,74.462,71.787,72.707
PTC,20040511,5195800,72.874,73.375,71.620,72.372
PTC,20040512,3128100,72.707,72.707,71.119,71.202
PTC,20040513,2791200,71.453,71.787,70.199,70.450
PTC,20040514,4106200,70.784,70.784,68.779,69.364
PTC,20040517,5657500,67.860,68.862,67.275,68.528
PTC,20040518,6661400,68.277,71.453,68.277,70.199
PTC,20040519,3086200,71.369,71.787,70.450,71.035
PTC,20040520,13322100,70.868,71.035,70.116,71.035
PTC,20040521,8165400,71.369,71.704,70.701,70.701
PTC,20040524,14928900,70.701,71.787,69.949,69.949
PTC,20040525,23228000,70.450,70.534,69.364,70.032
PTC,20040526,3531700,70.701,71.202,70.199,70.952
PTC,20040527,4347600,71.035,71.787,70.868,71.787
PTC,20040528,4097000,71.620,71.871,70.116,70.116
PTC,20040531,710900,70.534,70.701,70.367,70.534
PTC,20040601,5810500,70.450,70.534,69.029,69.364
PTC,20040602,11895700,70.199,70.617,69.782,70.116
PTC,20040603,1576900,70.116,70.784,69.949,70.617
PTC,20040604,1023300,70.617,71.119,70.450,70.868
PTC,20040607,2669800,71.537,73.124,71.286,72.874
PTC,20040608,8064000,73.124,73.292,72.372,72.957
PTC,20040609,2601200,72.790,73.709,72.790,72.957
PTC,20040610,1890700,72.874,74.044,72.874,73.877
PTC,20040611,1875800,73.542,74.462,73.542,74.294
PTC,20040614,1914600,74.378,74.378,73.041,73.124
PTC,20040615,1687200,73.542,73.542,72.205,72.707
PTC,20040616,2899900,73.124,74.545,73.124,74.378
PTC,20040617,7514200,74.127,75.464,73.041,73.542
PTC,20040618,2779900,73.709,74.712,73.375,73.375
PTC,20040621,2234200,73.960,74.378,73.709,73.709
PTC,20040622,1619600,73.877,74.044,73.292,73.542
PTC,20040623,2225300,73.960,73.960,72.372,72.372
PTC,20040624,2985500,73.208,73.292,72.122,72.122
PTC,20040625,2321200,72.122,73.375,71.537,73.041
PTC,20040628,1989300,72.957,74.127,72.957,74.044
PTC,20040629,1747700,73.793,74.211,73.375,73.375
PTC,20040630,2747200,73.709,74.127,73.375,74.127
PTC,20040701,1567600,74.211,74.211,73.041,73.124
PTC,20040702,2781900,73.041,73.124,71.704,72.122
PTC,20040705,1540700,72.038,72.456,71.537,71.537
PTC,20040706,1324200,72.038,72.038,71.202,72.038
PTC,20040707,3125500,71.954,72.289,71.704,71.704
PTC,20040708,3938700,71.453,73.542,71.453,73.542
PTC,20040709,2595900,74.294,74.294,72.038,72.038
PTC,20040712,1696500,72.539,73.292,72.205,72.289
PTC,20040713,482200,72.707,73.041,72.456,72.707
PTC,20040714,1830700,72.707,72.707,71.871,72.122
PTC,20040715,1980300,72.289,72.539,71.537,72.038
PTC,20040716,1962300,72.038,72.539,71.537,71.620
PTC,20040719,1654800,71.787,72.038,70.784,70.952
PTC,20040720,1582300,71.035,71.871,70.283,71.871
PTC,20040721,1222500,71.954,72.623,71.954,72.038
PTC,20040722,1330700,71.620,71.954,71.202,71.704
PTC,20040723,1335700,71.704,71.954,70.952,70.952
PTC,20040726,1494700,71.202,71.202,69.531,69.531
PTC,20040727,1921600,69.782,71.286,69.782,70.534
PTC,20040728,3062900,71.704,71.704,70.617,71.035
PTC,20040729,2562200,70.784,71.620,70.701,71.369
PTC,20040730,1834600,71.119,71.620,70.367,71.202
PTC,20040802,2267000,71.620,71.620,70.116,70.199
PTC,20040803,2073000,70.367,70.617,69.531,69.782
PTC,20040804,1476700,69.865,69.949,69.280,69.447
PTC,20040805,1952500,69.865,70.701,69.782,70.701
PTC,20040806,2560700,70.032,70.784,69.698,69.698
PTC,20040809,1919100,69.364,70.116,68.946,69.029
PTC,20040810,2027900,68.946,69.865,68.695,69.865
PTC,20040811,1880500,70.032,70.032,69.029,69.197
PTC,20040812,1216100,69.364,69.782,68.862,69.280
PTC,20040813,2237900,68.946,69.113,68.027,68.110
PTC,20040816,2243400,68.277,69.113,67.275,68.528
PTC,20040817,4077800,68.779,68.862,68.110,68.194
PTC,20040818,3634000,68.110,68.444,67.609,67.943
PTC,20040819,3707600,68.194,68.528,67.943,68.277
PTC,20040820,6153300,67.943,68.528,67.860,68.277
PTC,20040823,3930000,68.444,68.862,68.277,68.612
PTC,20040824,2104100,68.779,69.029,68.444,68.862
PTC,20040825,4288800,69.029,69.865,68.695,69.447
PTC,20040826,2828300,69.029,70.116,69.029,69.531
PTC,20040827,4189100,69.782,70.868,69.614,70.617
PTC,20040830,1246600,70.283,71.035,70.283,70.617
PTC,20040831,4385700,70.450,70.784,69.865,69.949
PTC,20040901,2705100,70.450,70.450,69.364,69.698
PTC,20040902,2975600,69.698,70.116,68.779,70.116
PTC,20040903,2159900,70.116,70.283,69.364,69.698
PTC,20040906,1710900,70.199,70.534,69.865,70.199
PTC,20040907,10280600,70.617,71.704,70.367,70.367
PTC,20040908,9522800,70.784,72.372,70.617,72.372
PTC,20040909,7072500,72.038,72.122,71.286,71.954
PTC,20040910,2584900,71.954,72.707,71.787,72.372
PTC,20040913,2355000,72.539,73.124,72.456,73.124
PTC,20040914,6828600,73.459,74.378,72.957,74.211
PTC,20040915,2958900,74.211,74.462,73.375,73.375
PTC,20040916,1947700,73.542,74.127,73.375,73.960
PTC,20040917,4525700,73.542,73.542,72.707,73.041
PTC,20040920,2625200,73.124,73.208,72.038,72.456
PTC,20040921,4503400,72.038,73.375,71.954,73.041
PTC,20040922,3580100,72.874,73.626,72.707,72.957
PTC,20040923,2868500,72.707,73.208,72.372,72.623
PTC,20040924,2329700,72.707,73.041,72.539,72.790
PTC,20040927,2657100,72.707,73.292,72.456,73.041
PTC,20040928,3260100,72.707,73.626,72.707,73.208
PTC,20040929,3995400,73.459,74.712,73.375,74.712
PTC,20040930,5486500,74.712,75.130,74.127,74.127
PTC,20041001,4245900,74.378,75.882,74.127,75.632
PTC,20041004,7314000,75.548,76.885,75.548,76.551
PTC,20041005,3843000,76.217,77.637,76.049,76.885
PTC,20041006,3918700,76.634,77.136,76.300,77.136
PTC,20041007,3841300,77.136,77.470,75.882,75.882
PTC,20041008,3426900,75.715,76.384,75.464,76.300
PTC,20041011,2690700,76.467,76.551,75.882,76.217
PTC,20041012,3981400,76.467,76.467,75.381,75.882
PTC,20041013,7175300,76.300,77.637,76.217,77.470
PTC,20041014,5173400,76.969,77.052,75.966,76.384
PTC,20041015,6042000,76.300,76.300,74.963,75.548
PTC,20041018,7110700,75.464,75.464,74.378,74.879
PTC,20041019,3859400,75.047,75.966,75.047,75.381
PTC,20041020,2827300,75.214,75.297,74.712,75.214
PTC,20041021,5276900,75.047,75.381,74.211,75.297
PTC,20041022,4820600,75.464,75.632,74.211,74.378
PTC,20041025,3237100,73.960,74.044,73.459,73.960
PTC,20041026,3043200,73.960,74.378,73.542,73.960
PTC,20041027,2697400,73.960,74.211,73.542,74.044
PTC,20041028,2858700,74.378,74.879,74.378,74.629
PTC,20041029,5836300,74.378,74.629,73.626,73.793
PTC,20041101,1814200,74.044,75.130,73.626,75.130
PTC,20041102,3905200,75.130,75.966,74.712,75.715
PTC,20041103,4171600,75.966,76.467,75.715,75.799
PTC,20041104,6941500,75.966,75.966,74.879,75.130
PTC,20041105,4069600,75.381,75.715,74.963,75.381
PTC,20041108,1607600,75.214,75.966,75.047,75.632
PTC,20041109,2494600,75.632,75.882,75.464,75.548
PTC,20041110,2796700,75.214,75.799,75.130,75.548
PTC,20041111,5590400,75.548,75.632,75.047,75.214
PTC,20041112,4051900,74.879,75.548,74.879,75.297
PTC,20041115,3647500,75.632,75.632,73.626,75.130
PTC,20041116,3999700,75.214,75.214,74.211,74.378
PTC,20041117,5247600,74.378,74.796,73.292,74.294
PTC,20041118,4681800,74.211,74.294,73.459,74.044
PTC,20041119,3658000,73.960,74.796,73.626,74.294
PTC,20041122,2529600,74.211,74.712,73.626,74.629
PTC,20041123,2442300,74.545,75.130,74.462,74.545
PTC,20041124,5528300,74.629,74.963,74.294,74.963
PTC,20041125,1328100,74.712,75.130,74.712,74.963
PTC,20041126,1617300,74.712,75.047,74.712,74.796
PTC,20041129,4739600,75.047,75.548,74.796,74.796
PTC,20041130,3436200,74.712,75.047,74.378,74.378
PTC,20041201,7141000,73.626,74.211,73.124,73.375
PTC,20041202,4552300,73.877,75.047,73.877,74.127
PTC,20041203,3876100,74.378,74.629,73.626,73.709
PTC,20041206,2505600,73.542,74.127,73.292,73.877
PTC,20041207,2590500,73.709,74.712,73.709,74.712
PTC,20041208,3188000,73.793,74.879,73.793,74.629
PTC,20041209,9511200,74.545,75.464,74.545,75.464
PTC,20041210,11102400,75.297,77.052,75.297,76.885
PTC,20041213,3847200,76.551,77.136,76.300,77.136
PTC,20041214,2998400,77.219,77.554,76.802,77.303
PTC,20041215,5620600,76.885,77.804,75.882,76.300
PTC,20041216,4260300,76.467,76.718,75.297,76.049
PTC,20041217,6458600,75.966,76.133,74.963,75.214
PTC,20041220,3593900,75.214,75.297,74.879,75.214
PTC,20041221,11210000,75.214,75.381,74.963,74.963
PTC,20041222,2886100,75.047,75.966,75.047,75.297
PTC,20041223,1878700,75.464,76.217,75.297,75.464
PTC,20041224,151600,75.715,75.882,75.381,75.464
PTC,20041227,739500,75.548,75.632,75.297,75.548
PTC,20041228,589700,75.548,75.799,75.214,75.632
PTC,20041229,1540500,75.882,76.384,75.214,75.381
PTC,20041230,925100,75.297,75.715,74.963,75.047
PTC,20041231,1035700,75.214,76.049,75.214,76.049
PTC,20050103,2445600,76.133,76.551,75.381,75.632
PTC,20050104,5377200,75.632,76.634,75.632,75.966
PTC,20050105,3296800,75.632,75.966,75.548,75.548
PTC,20050106,1811500,75.882,76.133,75.632,75.632
PTC,20050107,2567000,75.882,76.384,75.715,76.384
PTC,20050110,3386000,76.467,76.467,75.715,75.715
PTC,20050111,3765000,75.882,76.300,75.548,75.632
PTC,20050112,4001100,75.715,75.882,75.297,75.464
PTC,20050113,5100000,75.548,76.133,75.548,75.715
PTC,20050114,4167900,75.715,76.217,75.632,75.632
PTC,20050117,4015200,75.966,76.969,75.799,76.802
PTC,20050118,3473100,76.802,77.219,76.467,76.969
PTC,20050119,3925200,76.802,77.637,76.802,77.470
PTC,20050120,4109300,77.219,78.222,76.969,77.804
PTC,20050121,3478900,77.554,78.557,77.554,78.557
PTC,20050124,3962400,78.473,78.807,78.055,78.557
PTC,20050125,3602300,78.222,78.557,77.303,77.721
PTC,20050126,2521600,77.888,78.389,77.470,77.888
PTC,20050127,2362500,77.972,78.473,77.387,78.473
PTC,20050128,2114500,78.557,78.557,78.139,78.222
PTC,20050131,3651900,78.306,79.977,78.222,79.392
PTC,20050201,4069300,79.142,80.729,79.142,80.312
PTC,20050202,2839000,80.562,80.646,79.894,79.894
PTC,20050203,2890600,79.894,80.228,79.476,79.727
PTC,20050204,3956400,79.309,79.727,78.557,79.559
PTC,20050207,4600400,79.559,81.064,79.476,80.562
PTC,20050208,3792800,80.980,81.899,79.977,81.314
PTC,20050209,4335500,81.147,81.649,80.646,80.646
PTC,20050210,3611500,80.228,80.729,79.643,79.643
PTC,20050211,3726600,79.977,80.395,79.058,80.395
PTC,20050214,2942800,80.395,80.395,79.392,79.559
PTC,20050215,3260000,79.559,79.559,78.724,79.225
PTC,20050216,3139600,79.225,79.309,78.557,78.891
PTC,20050217,3573900,79.058,79.058,78.139,78.724
PTC,20050218,5715600,78.974,79.977,78.640,79.058
PTC,20050221,3082100,79.309,79.309,77.554,77.804
PTC,20050222,3871800,77.721,78.389,77.387,78.306
PTC,20050223,4343500,77.721,77.888,76.718,77.052
PTC,20050224,2159500,77.470,77.470,76.634,76.802
PTC,20050225,2639800,77.303,77.721,76.718,77.303
PTC,20050228,4563300,77.052,77.387,76.049,76.634
PTC,20050301,7316400,76.467,77.554,76.300,77.554
PTC,20050302,3376500,77.387,77.804,76.467,76.969
PTC,20050303,6424300,77.052,77.136,75.297,76.217
PTC,20050304,3142800,76.467,76.969,75.715,76.133
PTC,20050307,3068700,76.049,77.136,76.049,76.634
PTC,20050308,1962800,76.718,76.885,76.049,76.467
PTC,20050309,2715300,76.217,77.219,76.217,76.634
PTC,20050310,3988300,76.217,76.551,74.963,74.963
PTC,20050311,2049200,75.381,75.799,75.214,75.381
PTC,20050314,2241300,75.214,75.882,75.214,75.632
PTC,20050315,1852600,75.381,76.133,75.381,75.381
PTC,20050316,3388400,75.632,75.632,74.378,74.378
PTC,20050317,2322800,74.796,74.963,73.793,74.629
PTC,20050318,3529900,74.879,76.384,74.712,75.214
PTC,20050321,1487200,75.214,75.715,74.462,74.796
PTC,20050322,1790500,75.130,75.214,74.462,74.462
PTC,20050323,3393300,74.211,74.796,73.542,74.545
PTC,20050324,2182000,74.879,75.882,74.378,75.464
PTC,20050329,3384900,75.632,76.551,75.297,76.384
PTC,20050330,1963300,76.049,76.300,75.632,75.799
PTC,20050331,2496400,76.049,76.049,75.548,75.548
PTC,20050401,2447500,75.548,75.632,75.130,75.297
PTC,20050404,2175100,75.214,75.632,74.712,74.963
PTC,20050405,1526800,75.632,75.632,74.796,74.796
PTC,20050406,2384200,75.130,75.381,74.545,74.545
PTC,20050407,2027000,74.629,74.879,74.211,74.294
PTC,20050408,3632200,74.545,74.796,74.211,74.629
PTC,20050411,2076200,74.629,74.879,74.462,74.796
PTC,20050412,3396300,74.712,75.799,74.712,75.381
PTC,20050413,6884800,75.548,77.303,75.548,77.136
PTC,20050414,2111300,76.718,76.969,76.467,76.551
PTC,20050415,2140700,76.217,76.467,75.464,75.464
PTC,20050418,4087400,74.879,75.130,74.211,74.545
PTC,20050419,3170600,74.462,75.548,74.462,74.796
PTC,20050420,2579200,74.712,75.632,74.629,75.381
PTC,20050421,2602900,75.047,75.715,74.796,75.381
PTC,20050422,1905100,75.799,75.882,75.381,75.882
PTC,20050425,2747100,75.799,75.966,74.879,75.047
PTC,20050426,2928300,75.214,75.297,74.044,74.294
PTC,20050427,15970600,74.378,74.378,71.369,71.787
PTC,20050428,9551400,72.205,72.372,70.116,71.453
PTC,20050429,10004400,71.035,72.372,70.868,71.035
PTC,20050502,6312500,71.202,72.539,71.202,72.289
PTC,20050503,7332200,72.539,73.375,72.539,73.041
PTC,20050504,2774100,73.124,73.124,72.122,72.205
PTC,20050505,1661600,72.372,72.539,71.871,72.205
PTC,20050506,1214800,72.289,72.623,71.871,72.205
PTC,20050509,2207600,72.038,72.122,71.119,71.620
PTC,20050510,7453200,71.286,71.537,69.364,70.617
PTC,20050511,3576500,70.617,71.620,69.447,71.202
PTC,20050512,3140500,71.119,72.372,71.035,72.205
PTC,20050513,2440400,72.205,72.957,71.787,72.790
PTC,20050516,1229000,72.707,72.874,72.289,72.539
PTC,20050517,1598400,72.372,73.041,72.372,72.790
PTC,20050518,3238700,73.041,73.626,72.874,73.542
PTC,20050519,3761300,73.626,74.044,73.542,73.542
PTC,20050520,8711300,73.542,75.130,73.292,74.879
PTC,20050523,3744900,74.963,75.882,74.963,75.632
PTC,20050524,2817200,73.375,73.542,72.539,72.707
PTC,20050525,2603500,72.539,72.874,71.369,71.537
PTC,20050526,3015100,71.202,71.537,70.701,71.035
PTC,20050527,2338000,71.369,71.369,69.949,70.534
PTC,20050530,1419400,70.617,70.617,70.032,70.367
PTC,20050531,4421300,70.199,70.367,69.197,69.364
PTC,20050601,15255800,69.614,70.617,69.614,70.617
PTC,20050602,16243300,67.525,67.776,65.937,66.439
PTC,20050603,0,66.857,67.275,66.272,66.773
PTC,20050606,2797400,66.857,67.191,66.439,67.107
PTC,20050607,6170500,67.024,67.692,66.272,66.439
PTC,20050608,7826400,66.439,66.439,65.937,66.021
PTC,20050609,1791400,66.272,66.690,66.021,66.105
PTC,20050610,5335900,66.606,67.275,66.272,66.857
PTC,20050613,5087500,67.442,67.442,66.606,67.024
PTC,20050614,2914900,66.690,66.857,66.606,66.857
PTC,20050615,6263800,66.857,67.024,66.522,66.857
PTC,20050616,7020400,66.857,66.940,66.021,66.021
PTC,20050617,5892700,66.021,66.940,66.021,66.857
PTC,20050620,1574100,66.857,66.940,66.105,66.606
PTC,20050621,1869400,66.439,67.024,66.439,67.024
PTC,20050622,3414100,66.690,67.275,66.690,67.275
PTC,20050623,3349200,66.940,67.024,66.272,66.606
PTC,20050624,5049400,66.355,66.355,64.767,64.767
PTC,20050627,6308700,64.600,65.102,63.096,63.096
PTC,20050628,7015000,63.347,63.932,63.096,63.848
PTC,20050629,7190000,64.099,64.935,64.015,64.935
PTC,20050630,4285800,65.102,65.937,64.350,65.520
PTC,20050701,4497100,65.687,66.857,64.935,66.690
PTC,20050704,1854800,66.857,66.857,66.439,66.522
PTC,20050705,2161700,66.690,66.773,65.854,66.105
PTC,20050706,2631500,66.522,67.024,66.522,66.857
PTC,20050707,4428400,66.690,66.690,64.517,65.687
PTC,20050708,1997900,66.188,66.606,65.770,66.606
PTC,20050711,2609800,66.857,66.857,66.105,66.105
PTC,20050712,2830200,66.105,66.439,65.603,65.603
PTC,20050713,3086200,65.352,66.105,65.102,65.102
PTC,20050714,4867900,65.269,66.690,65.269,66.439
PTC,20050715,2657700,66.355,66.773,65.770,65.770
PTC,20050718,2811500,66.021,66.773,65.854,66.690
PTC,20050719,1789200,66.439,66.857,66.355,66.857
PTC,20050720,3463200,66.606,66.773,65.937,66.105
PTC,20050721,2301100,66.105,66.522,65.770,66.188
PTC,20050722,2548100,66.272,66.272,65.352,65.603
PTC,20050725,2032600,65.770,66.188,65.603,65.603
PTC,20050726,6288900,65.352,65.770,64.266,65.436
PTC,20050727,6910600,64.767,65.436,64.767,65.436
PTC,20050728,3686600,65.603,66.355,65.520,65.937
PTC,20050729,2877700,65.937,66.188,65.436,65.770
PTC,20050801,1669500,65.770,65.770,65.352,65.436
PTC,20050802,2639700,65.436,65.770,65.102,65.352
PTC,20050803,4996000,65.436,66.522,65.352,66.355
PTC,20050804,5041400,66.522,66.522,65.687,66.522
PTC,20050805,12277400,66.606,67.943,66.606,67.275
PTC,20050808,2942800,67.358,67.692,66.522,66.773
PTC,20050809,2024300,66.940,67.442,66.439,66.773
PTC,20050810,3737500,67.024,67.107,66.355,66.773
PTC,20050811,2540300,67.024,67.107,66.522,66.940
PTC,20050812,3850400,67.107,67.275,66.690,66.857
PTC,20050815,1503100,66.690,67.776,66.690,67.609
PTC,20050816,5988600,67.609,68.612,67.609,68.194
PTC,20050817,4551200,68.277,68.528,67.107,67.525
PTC,20050818,7041900,67.692,67.692,66.021,66.105
PTC,20050819,7111200,66.021,66.857,65.436,66.690
PTC,20050822,2059800,66.522,66.940,66.272,66.857
PTC,20050823,5004800,66.773,66.773,65.770,65.854
PTC,20050824,6517900,66.021,66.021,64.350,64.350
PTC,20050825,8672600,64.350,64.851,63.180,63.263
PTC,20050826,6251400,63.514,64.600,62.845,63.012
PTC,20050829,5002400,63.096,63.263,62.678,62.845
PTC,20050830,4312500,63.514,63.932,62.762,62.845
PTC,20050831,4476800,62.929,64.350,62.845,64.350
PTC,20050901,3509000,64.600,64.935,63.765,64.350
PTC,20050902,2218200,64.350,64.433,63.848,63.932
PTC,20050905,1190900,63.514,64.600,63.514,64.433
PTC,20050906,8463000,64.433,65.770,64.350,65.269
PTC,20050907,6157100,64.851,65.185,64.433,64.433
PTC,20050908,5999300,64.517,64.935,64.099,64.935
PTC,20050909,3592200,64.600,65.185,64.600,64.935
PTC,20050912,3792900,65.185,65.185,63.263,63.263
PTC,20050913,7862200,63.430,64.350,63.096,63.848
PTC,20050914,5750500,63.848,64.015,63.096,63.180
PTC,20050915,10102500,64.015,65.687,64.015,64.767
PTC,20050916,7144700,64.600,64.851,63.263,63.263
PTC,20050919,6998600,63.347,63.848,63.263,63.514
PTC,20050920,7985200,63.681,64.015,63.430,64.015
PTC,20050921,9828700,63.765,64.099,63.430,63.514
PTC,20050922,12843900,63.514,63.848,63.263,63.263
PTC,20050923,9500100,63.514,64.015,63.347,64.015
PTC,20050926,10919900,64.182,64.350,63.096,63.096
PTC,20050927,21707300,63.180,63.347,62.010,62.177
PTC,20050928,21630600,62.344,62.762,62.093,62.595
PTC,20050929,14202000,62.595,63.848,62.511,63.430
PTC,20050930,4815800,63.514,63.514,62.929,63.514
PTC,20051003,6918900,63.347,63.514,61.842,61.842
PTC,20051004,5175100,62.177,62.344,61.675,62.260
PTC,20051005,4674000,61.926,63.012,61.842,63.012
PTC,20051006,7763900,62.678,63.932,62.427,63.932
PTC,20051007,5061900,63.597,64.182,63.180,63.180
PTC,20051010,2955100,63.681,63.681,63.180,63.514
PTC,20051011,5319100,63.597,63.932,63.430,63.848
PTC,20051012,5375200,63.681,63.848,63.430,63.430
PTC,20051013,4734300,63.430,63.681,62.845,63.263
PTC,20051014,8411600,63.597,64.684,63.263,64.600
PTC,20051017,4496700,64.767,64.767,63.848,64.182
PTC,20051018,2469800,64.350,64.350,63.430,63.430
PTC,20051019,7281500,63.430,63.430,62.177,62.344
PTC,20051020,6154100,62.845,63.430,62.845,63.096
PTC,20051021,3307100,63.012,63.263,62.845,63.180
PTC,20051024,4837100,62.929,63.347,62.845,62.845
PTC,20051025,5321000,63.263,63.347,62.929,63.096
PTC,20051026,2597200,63.347,63.514,63.096,63.096
PTC,20051027,3610400,63.096,63.263,62.010,62.260
PTC,20051028,2960900,62.093,62.260,61.257,61.675
PTC,20051031,3173800,62.260,63.012,62.177,63.012
PTC,20051101,2417500,62.929,63.430,62.845,63.012
PTC,20051102,10015400,63.597,64.015,63.012,63.597
PTC,20051103,4444000,63.932,63.932,63.347,63.514
PTC,20051104,4953000,63.681,63.765,63.012,63.096
PTC,20051107,3130900,63.430,64.015,63.096,63.848
PTC,20051108,8627400,63.932,64.767,63.848,64.433
PTC,20051109,4931300,64.433,64.517,64.182,64.182
PTC,20051110,4760700,64.350,64.600,64.350,64.433
PTC,20051111,8643400,64.767,66.272,64.684,66.272
PTC,20051114,3849200,66.021,66.188,65.603,65.770
PTC,20051115,6087500,65.687,65.770,65.352,65.520
PTC,20051116,4055700,65.603,65.687,64.767,65.436
PTC,20051117,4169300,65.352,65.854,64.517,64.517
PTC,20051118,4404700,64.684,65.687,64.684,65.352
PTC,20051121,1532700,65.520,65.520,64.851,65.102
PTC,20051122,3019900,65.352,65.352,64.433,64.433
PTC,20051123,3645600,64.851,65.854,64.517,65.520
PTC,20051124,3589600,65.603,66.522,65.603,66.355
PTC,20051125,1961400,66.188,66.606,66.188,66.188
PTC,20051128,1772500,66.021,66.439,65.520,65.520
PTC,20051129,1951400,65.603,66.105,65.603,66.021
PTC,20051130,2757700,66.105,66.188,64.935,64.935
PTC,20051201,2483800,65.269,65.687,65.018,65.185
PTC,20051202,3037400,65.269,65.603,65.018,65.352
PTC,20051205,6074900,66.355,66.773,66.105,66.272
PTC,20051206,4945800,66.355,67.525,66.272,67.525
PTC,20051207,6118400,67.609,69.029,67.525,68.361
PTC,20051208,2189900,68.444,68.612,68.027,68.027
PTC,20051209,1367900,68.444,68.444,67.943,68.444
PTC,20051212,1967100,68.277,69.197,68.110,68.277
